"asc_bus","asc_air","asc_rail","asc_bus_shift_female","asc_air_shift_female","asc_rail_shift_female","b_tt_car","b_tt_bus","b_tt_air","b_tt_rail","b_tt_shift_business","b_access","b_cost","b_cost_shift_business","cost_income_elast","b_wifi","b_food","lambda_PT","lambda_fastPT","logLike"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-9704.06052784039
-0.259950580350155,-0.0409014716684273,0.0727783579875835,-0.234347106093245,-0.0297009931546756,0.0593025019068694,0.000300781865333134,-0.000637774317808676,0.000295105401963182,0.000671827102430683,-0.000570925710187809,0.00066845817026891,0.00201171401817554,0.00296538701413502,0,0.0898834344506689,0.0555094014891172,0.775227894780311,1.08105421717225,-8338.27908879771
-0.345985216868993,-0.40800671241685,0.210528626325047,-0.102935909561622,-0.155627393240902,0.073268789812756,0.00221649307919158,-0.000283494749019985,0.00378458194970737,0.00371305144108971,-0.0020859714599099,0.00785913054785154,0.00161438296711904,0.0165844391298382,3.45066896130681,0.417593628936219,0.19634828131782,0.694450528657031,0.818228546386753,-7498.64316233304
-0.0709196362607534,-0.585329684525965,0.326110666459848,0.135665069491244,0.04172981233282,0.0768238087976902,0.00732364652305937,0.0018945777918773,0.0187623232140573,0.0119029996451938,-0.00524151761545486,0.0183755891954841,0.0005790537494338,0.00987187190283111,3.53667796447062,0.453812398374497,0.177289284727866,0.718400828073763,0.670566790040364,-6909.68573014747
0.00486426708426252,-0.360531705088131,0.212127671100867,0.130316069717076,0.130354967678827,0.0978534712070849,0.00704427589845929,0.00181536787663236,0.0185112541426933,0.0125811624982409,-0.00588148849165141,0.0131374034746838,-0.00123606422854589,0.00631722324483309,3.90288625438867,0.4456141547234,0.146585070602964,0.705246535869057,0.667417877781198,-6776.93203104911
0.150930260011953,-0.108256021368552,0.205253344177289,0.1427891127672,0.153624622335367,0.106524440437471,0.00760142544327068,0.00218358431190126,0.0192580389880556,0.014303070777001,-0.00547183678318351,0.0123196497104957,-0.000759724987531111,0.00651155010628738,2.52134953176948,0.3783945569198,0.105248469444876,0.675021897930606,0.576975464901553,-6728.99260581435
0.418365212312506,0.176044696638503,0.204106010275025,0.133015784484724,0.146870127867451,0.10306290699501,0.00736612363687849,0.00134140726889456,0.016889318190263,0.0142216952026786,-0.00572612862149123,0.00840551926593343,-0.00298332889673669,0.00683098180323989,2.25939888362069,0.423588919608065,0.115510607284087,0.66042262115338,0.628051434775039,-6714.95455418747
0.424069529507792,0.170113868593277,0.210794997906325,0.135086597753588,0.141212774095912,0.106109854222046,0.00739140344005836,0.00139370872983669,0.0170468915788107,0.0142780531084992,-0.00546856741417011,0.00896972703825009,-0.00285260527018523,0.00757965436071029,1.20205115266006,0.415189580279427,0.121134047413283,0.656676421517843,0.580685777694547,-6687.93079443582
0.378759322415229,0.188277470776467,0.253303517803315,0.137194643016318,0.149705000943397,0.106829371381563,0.00736880166182261,0.00143464420573937,0.0175961656788262,0.0142823689140064,-0.00485357735457478,0.0103107190576338,-0.00802613687292614,0.0138856614807155,-1.49968914865228,0.413067075252218,0.125442266048396,0.618738592022338,0.568323004943867,-6593.54017118256
1.31836810667604,1.59364232792766,1.63711814581311,0.19461606429145,0.143308107867699,0.103211176356101,0.00974147389526468,0.00194603425561465,0.0156536542189023,0.0112448395018725,-0.00427470293641402,0.00825075239690449,-0.0133443887757107,0.0155833830489884,-0.685783573244155,0.38560561844329,0.142105283634551,0.327955334129461,0.419103427500739,-6473.79028101354
1.41140939370881,0.827843254405251,0.845836585117479,0.115613268384498,0.101663340087131,0.0699340175119201,0.00760752012049189,9.52952634779005e-05,0.0164868283744603,0.0119217053328433,-0.00494314874219432,0.010467098098305,-0.0124623144804529,0.00731634322289743,-0.842389136062305,0.389573998557696,0.16302633877171,0.333808598066753,0.358479204043528,-6388.94452209588
1.15080149387153,1.56503592452323,1.64750160426245,0.11113880646909,0.106374906219119,0.079526748813638,0.00976116427569958,0.00245331344425334,0.0157721335781003,0.0112405626784227,-0.00381719857198904,0.0111285277567106,-0.0125192944676416,0.0100234955046909,-1.00007938146301,0.347529988409478,0.134321547093177,0.382898488915029,0.360897242035859,-6374.20842120987
0.438341302442666,0.918137974557324,0.949444520954019,0.130616499609926,0.123447227916898,0.0965906570473038,0.00787597009010781,0.0026926411268695,0.0163467915390371,0.0119057946588534,-0.0044382314858176,0.010910910538031,-0.0125439339634394,0.00796975597800596,-0.933544129161149,0.379589028416985,0.149421034939648,0.412805701959965,0.37807899191027,-6350.5180994332
1.06240661499116,1.13384577480754,1.16927506212334,0.121881030524705,0.121722661913313,0.0934019766932945,0.00861554053136536,0.00146481755613413,0.0164480023281876,0.0120100455023906,-0.0044186615754797,0.0110942913794402,-0.0125946056263153,0.00831006223685088,-0.925037570266967,0.380586448204739,0.148035017125131,0.441395450230443,0.381982699923647,-6340.05901583593
0.993735903629661,1.01601941432781,1.05979547553619,0.134302275025249,0.123287818374685,0.0924921845833796,0.00836310315590478,0.00148360480645243,0.016772852149129,0.0122012952570399,-0.00441662339592936,0.0115153910983214,-0.0129241622010069,0.00906695916731122,-0.903065602098541,0.382078614103744,0.150766453773008,0.411567145343469,0.382360073675971,-6339.43403259901
1.00001282378549,1.07882274405278,1.10640078487047,0.126692759012468,0.120011937490767,0.0904348100301222,0.00843527418934084,0.00156388006153929,0.0164079415565816,0.0120493634783331,-0.00443705970873787,0.0112444800752576,-0.0128473120954984,0.00869091595527212,-0.909356449237483,0.379666697166804,0.149393595660675,0.416883413774874,0.379738791630454,-6338.58135014029
1.00782303144533,1.06968526175938,1.10993069092644,0.124874561019238,0.119628991876795,0.0904646996977067,0.0084289050189612,0.0015436304321304,0.0164903513561258,0.0120082396225732,-0.00442699031126962,0.0112911708479887,-0.0128628725702216,0.00868559161115596,-0.902370303868785,0.379690660100312,0.150001603225125,0.418075031281287,0.379718970196821,-6338.54769530447
1.0130104894772,1.06980356745896,1.10667103229792,0.125103718162325,0.120128155573695,0.0906350317540761,0.0084214296424433,0.00152442271101936,0.0164866343170108,0.0120199521076052,-0.00442130978849656,0.0112622489698402,-0.0128940388425276,0.00872604471641575,-0.901133672656581,0.379804583822032,0.150109361369242,0.417068080244016,0.379852658165378,-6338.53823175084
1.01251504751194,1.06943853654078,1.10625426681196,0.125341505136895,0.120173076404564,0.0905836476543385,0.0084249356149051,0.00152869403756082,0.016502428197236,0.0120293624341981,-0.00442441583007726,0.0112705620827581,-0.0129101190731551,0.0087342508380115,-0.900256997666392,0.380037637865641,0.150257425333402,0.416798212837032,0.380146327255698,-6338.53707196429
1.01087345704029,1.06868204664001,1.10544821033367,0.125214292334594,0.12012143216513,0.0905121749131027,0.00842457155778833,0.00153083646424471,0.0165098886820816,0.0120341933861657,-0.00442453265667707,0.0112754234997353,-0.0129252877687097,0.0087466371249126,-0.89950976513718,0.380201220331384,0.150381712669609,0.417082848168009,0.380317501309167,-6338.53668284986
1.01039469525717,1.0682530885816,1.10506506107714,0.125196403399725,0.120096997247195,0.0904775115585545,0.00842694308728106,0.0015313115956402,0.0165193152601638,0.0120407027003413,-0.00442636740468256,0.0112829254670259,-0.0129337390904318,0.00875297357728522,-0.899348862534088,0.380383354688336,0.15047885247145,0.417429392690294,0.380524491351236,-6338.53658040786
1.00935623532657,1.06770913441745,1.10448720523448,0.125220549478417,0.120101288214036,0.0904752063882249,0.00842625330865015,0.00153250837411155,0.0165211867867884,0.0120425817817202,-0.00442717850464889,0.011284640750586,-0.0129346805498786,0.00875365484385259,-0.899472750484712,0.380439172494007,0.150502387110197,0.41755050900169,0.380589627944285,-6338.53657865856
1.00991088585088,1.06798422632088,1.1048379553792,0.125229662229413,0.120101545980329,0.0904760469759619,0.00842676919898581,0.00153169523112087,0.0165202236181393,0.0120413649366581,-0.00442694373853756,0.0112840140479878,-0.012933861809853,0.00875319838713647,-0.89946684726734,0.380416850974676,0.150492173918229,0.417511300375196,0.380568024394138,-6338.53657196301
1.00991243513848,1.06801246841304,1.104829617406,0.125229015784624,0.120104232304797,0.09047803606894,0.00842680096108286,0.00153179764541604,0.0165199953014532,0.0120414971842235,-0.00442685498752063,0.0112840649578678,-0.0129335987901552,0.00875310057907331,-0.899459661635484,0.380409920902699,0.150491452694898,0.41750545933713,0.380561299000591,-6338.53657174447
1.00990334485243,1.06800428349032,1.10481114287928,0.125228098472013,0.120102856846806,0.0904774132525968,0.0084267428348508,0.001531751928076,0.0165199240051714,0.0120415077642592,-0.00442688624250725,0.0112839976412095,-0.0129338186264804,0.00875313753801826,-0.899449914611284,0.380413261223988,0.150492910282187,0.417506807178077,0.38056303904705,-6338.53657158155
