LANDING_YEAR,LANDING_MONTH,PORT_NAME,AGENCY_CODE,SDM_SPAWN_90,SDM_SPAWN_100,SDM_SPAWN_200,SDM_SPAWN_300,SDM_SPAWN_5_100
2000,2,ABERDEEN,W,0.15110551,0.140641062,0.063421231,0.042708766,0.141023238
2000,2,ALAMEDA,C,0.061509786,0.053771552,0.024890818,0.015073516,0.053940115
2000,2,ANACORTES,W,0,0,0.049279958,0.047812661,0
2000,2,ASTORIA,O,0.136871837,0.125047366,0.067010552,0.038524524,0.12539185
2000,2,AVALON,C,0.060555088,0.05539853,0.035106112,0.023810741,0.055580762
2000,2,AVILA,C,0.043650794,0.03570634,0.019354839,0.016056574,0.032585649
2000,2,BELLINGHAM BAY,W,0,0,0.031979326,0.046781609,0
2000,2,BERKELEY,C,0.062068966,0.053083868,0.025627993,0.015451617,0.053251855
2000,2,BIG CREEK,C,0,0,0,0.007986241,0
2000,2,BLAINE,W,NA,NA,0.023537719,0.049944157,NA
2000,2,BODEGA BAY,C,0.062201592,0.058854832,0.028633717,0.019777225,0.058854832
2000,2,BOLINAS,C,0.064838237,0.054080103,0.025080819,0.016483975,0.054248577
2000,2,BROOKINGS,O,0.111539898,0.104759024,0.0478171,0.032085322,0.104759024
2000,2,CATALINA ISLAND,C,0.061051441,0.056134723,0.035986945,0.023837246,0.056321839
2000,2,CHARLESTON (COOS BAY),O,0.092482028,0.085863051,0.051748874,0.034328965,0.086108374
2000,2,CHINOOK,W,0.147516072,0.133819269,0.066517594,0.039157587,0.134182909
2000,2,CRESCENT CITY,C,0.103323338,0.092425928,0.049568966,0.029056481,0.089756592
2000,2,DANA POINT,C,0.055789179,0.054654046,0.032050013,0.024286767,0.054833239
2000,2,DILLON BEACH,C,0.062599469,0.052575564,0.026914672,0.018855163,0.052575564
2000,2,EMERYVILLE,C,0.061595157,0.051936994,0.024890818,0.01542524,0.05209779
2000,2,EUREKA,C,0.104702194,0.100669068,0.043849717,0.028367984,0.100669068
2000,2,FIELDS LANDING,C,0.107037559,0.101273687,0.043103448,0.028718477,0.101578729
2000,2,FORT BRAGG,C,0.07052113,0.063096112,0.034744388,0.02397939,0.063096112
2000,2,GARIBALDI (TILLAMOOK),O,0.127609665,0.116974662,0.064634349,0.039122608,0.117298691
2000,2,GAVIOTA,C,0.059862069,0.058140832,0.024678562,0.01778231,0.058329601
2000,2,GOLETA,C,0.04937931,0.046311796,0.030218007,0.017660072,0.046311796
2000,2,GUADALUPE,C,0.03667214,0.036262514,0.018634059,0.017061846,0.036379868
2000,2,HUMBOLDT,C,0.106247614,0.100369458,0.041610911,0.028699439,0.100369458
2000,2,HUNTINGTON BEACH,C,0.055649005,0.051611449,0.033635516,0.023857335,0.048501979
2000,2,ILWACO,W,0.14704851,0.134557721,0.065790093,0.039096314,0.134924363
2000,2,LACONNER,W,0,0,0.046315664,0.045832126,0
2000,2,LONG BEACH,C,0.045135969,0.053322676,0.035076314,0.022197873,0.053499828
2000,2,LOS ANGELES,C,0.040625436,0.039328375,0.030031553,0.021347703,0.039328375
2000,2,MARCONI,C,0.054488023,0.052993442,0.026182342,0.018107601,0.052993442
2000,2,MILL CREEK,C,0,0,0,0.020004384,0
2000,2,MISSION BAY,C,0.05414648,0.048935928,0.033977408,0.031871119,0.049097968
2000,2,MONTEREY,C,0.037903667,0.033286196,0.018731713,0.01361577,0.030226975
2000,2,MORRO BAY,C,0.039956212,0.032597849,0.019803351,0.015519701,0.029922136
2000,2,MOSS LANDING,C,0.040838404,0.035461764,0.018657733,0.014178129,0.033609777
2000,2,NASELLE,W,0.145081306,0.130715892,0.064737837,0.039546324,0.131072066
2000,2,NATIONAL CITY,C,0.046166999,0.043388902,0.033415281,0.032795832,0.043533051
2000,2,NEAH BAY,W,0.141715728,0.134482759,0.077976087,0.0486356,0.134482759
2000,2,NEWPORT,O,0.127237775,0.109466043,0.054422263,0.040483487,0.109466043
2000,2,NEWPORT BEACH,C,0.059611894,0.047961361,0.031229668,0.023988006,0.047961361
2000,2,OCEANSIDE,C,0.052498241,0.051955566,0.028902929,0.029461876,0.0521305
2000,2,OXNARD,C,0.039052763,0.034932045,0.034988618,0.01954023,0.031778229
2000,2,PINOLE,C,0.057909976,0.051830566,0.025100429,0.015803106,0.051991032
2000,2,PLAYA DEL REY,C,0.045135969,0.053322676,0.035076314,0.022197873,0.053499828
2000,2,POINT ARENA,C,0.053961569,0.050048643,0.033313852,0.023078826,0.050364408
2000,2,POINT LOMA,C,0.058278712,0.04670016,0.035701546,0.032809577,0.043678161
2000,2,PORT HUENEME,C,0.039368979,0.041718485,0.035832818,0.019501111,0.041718485
2000,2,PORT ORFORD,O,0.120073892,0.102358304,0.048121276,0.034028601,0.102358304
2000,2,PRINCETON / HALF MOON BAY,C,0.062708028,0.055645075,0.022171336,0.014797153,0.055818966
2000,2,REDONDO BEACH,C,0.048608226,0.052798191,0.033522551,0.021629978,0.051724138
2000,2,RICHMOND,C,0.060977233,0.054810558,0.024925037,0.015764908,0.054810558
2000,2,SAN DIEGO,C,0.053985302,0.043908046,0.037253695,0.033483948,0.043908046
2000,2,SAN FRANCISCO,C,0.061831153,0.054356,0.025889093,0.015788152,0.054525862
2000,2,SAN PEDRO,C,0.053050398,0.052971869,0.034933146,0.022236545,0.053146694
2000,2,SAN SIMEON,C,0.030666485,0.027982814,0.016329576,0.014466058,0.024867374
2000,2,SANTA BARBARA,C,0.049577621,0.049229405,0.03002258,0.017570912,0.049229405
2000,2,SANTA CRUZ,C,0.04759973,0.045905172,0.019949378,0.015132287,0.046049076
2000,2,SANTA MONICA,C,0.053546398,0.049455535,0.032336412,0.020200484,0.046318425
2000,2,SAUSALITO,C,0.056051125,0.050546155,0.025541796,0.01712838,0.050546155
2000,2,SEAL BEACH,C,0.055478309,0.048615037,0.033580511,0.023085022,0.045485481
2000,2,SHELTER COVE,C,0.088136902,0.079904157,0.038305508,0.02646916,0.077115987
2000,2,SOUTH SAN FRANCISCO,C,0.061509786,0.055981269,0.024480332,0.015083966,0.055981269
2000,2,TACOMA,W,0,0,0.058877319,0.038676005,0
2000,2,TERMINAL ISLAND,C,0.05262429,0.049519503,0.034228169,0.022278187,0.049519503
2000,2,THE DALLES,W,0,0,0.003559511,0.034482759,0
2000,2,TRINIDAD,C,0.10180624,0.091646141,0.045456871,0.028654045,0.091919712
2000,2,VALLEJO,C,0.049602122,0.046262583,0.024983228,0.016404534,0.046406703
2000,2,VENTURA,C,0.041434928,0.034368954,0.033327699,0.019205745,0.0311715
2000,2,WESTPORT,W,0.17137931,0.152870431,0.063575109,0.042574821,0.15328811
2000,2,WHIDBY ISLAND,W,0,0,0.055702918,0.042189965,0
2000,2,WILLOW CREEK,C,0.086645768,0.085439476,0.042385057,0.02915495,0.085439476
2000,2,WILMINGTON,C,0.045135969,0.053322676,0.035076314,0.022197873,0.053499828
2000,2,WINCHESTER BAY,O,0.086085478,0.087783251,0.052804794,0.035105349,0.08516945
2000,3,ABERDEEN,W,0.144357518,0.134015211,0.058216319,0.037906465,0.134379383
2000,3,ALAMEDA,C,0.036368165,0.030947581,0.012231496,0.007329855,0.031044595
2000,3,ANACORTES,W,0,0,0.047521938,0.044511314,0
2000,3,ASTORIA,O,0.126279863,0.115650479,0.059910982,0.034257217,0.115969075
2000,3,AVALON,C,0.044846577,0.042728715,0.030402629,0.019106148,0.04286927
2000,3,AVILA,C,0.020737327,0.01685744,0.011836629,0.011383841,0.013675749
2000,3,BELLINGHAM BAY,W,0,0,0.032258065,0.043548387,0
2000,3,BERKELEY,C,0.03573201,0.029815814,0.012437749,0.007712914,0.029910167
2000,3,BIG CREEK,C,0,0,0,0.004376835,0
2000,3,BLAINE,W,NA,NA,0.025101839,0.046526055,NA
2000,3,BODEGA BAY,C,0.02630273,0.026085225,0.014599448,0.011395632,0.026085225
2000,3,BOLINAS,C,0.037115456,0.029853737,0.012474798,0.008725634,0.029946739
2000,3,BROOKINGS,O,0.097705834,0.09196378,0.041242218,0.026378671,0.09196378
2000,3,CATALINA ISLAND,C,0.045214172,0.043296538,0.03127572,0.019127416,0.04344086
2000,3,CHARLESTON (COOS BAY),O,0.081842015,0.075820237,0.043689545,0.029452569,0.076036866
2000,3,CHINOOK,W,0.136358666,0.123524784,0.059848068,0.034820157,0.123860449
2000,3,CRESCENT CITY,C,0.092683497,0.082962823,0.042267552,0.023811781,0.080265655
2000,3,DANA POINT,C,0.039207973,0.03963736,0.02707137,0.02005231,0.039767319
2000,3,DILLON BEACH,C,0.027171216,0.022102748,0.013411776,0.010822991,0.022102748
2000,3,EMERYVILLE,C,0.035459246,0.029171645,0.012231496,0.007645362,0.029261959
2000,3,EUREKA,C,0.087507331,0.083100626,0.034617236,0.021576657,0.083100626
2000,3,FIELDS LANDING,C,0.089459168,0.083599729,0.034280212,0.021730059,0.083851535
2000,3,FORT BRAGG,C,0.033106961,0.03265026,0.02144011,0.016565247,0.03265026
2000,3,GARIBALDI (TILLAMOOK),O,0.113342111,0.103279273,0.05705826,0.034794202,0.103565365
2000,3,GAVIOTA,C,0.041677419,0.042175592,0.017662011,0.012947431,0.042312526
2000,3,GOLETA,C,0.038709677,0.033302015,0.022835245,0.012849443,0.033302015
2000,3,GUADALUPE,C,0.017153098,0.02049948,0.011569128,0.011895523,0.020565821
2000,3,HUMBOLDT,C,0.088798953,0.082853303,0.032787675,0.021715654,0.082853303
2000,3,HUNTINGTON BEACH,C,0.040781537,0.036369386,0.028665029,0.019257803,0.033209942
2000,3,ILWACO,W,0.136358666,0.125,0.058971087,0.034827586,0.125340599
2000,3,LACONNER,W,0,0,0.044222061,0.042558959,0
2000,3,LONG BEACH,C,0.028586415,0.037598804,0.030327869,0.017738921,0.037723717
2000,3,LOS ANGELES,C,0.024422097,0.024035421,0.024536159,0.017074235,0.024035421
2000,3,MARCONI,C,0.024501354,0.025034633,0.012558674,0.009801745,0.025034633
2000,3,MILL CREEK,C,0,0,0,0.013932807,0
2000,3,MISSION BAY,C,0.05118635,0.044181838,0.02689099,0.026278036,0.044328135
2000,3,MONTEREY,C,0.020481311,0.019436247,0.010206953,0.006533423,0.018374847
2000,3,MORRO BAY,C,0.018177163,0.014728763,0.012281384,0.010319359,0.014776275
2000,3,MOSS LANDING,C,0.024161923,0.019741528,0.010013759,0.006875227,0.019191507
2000,3,NASELLE,W,0.13453447,0.121669004,0.058484313,0.035228462,0.122000527
2000,3,NATIONAL CITY,C,0.045721141,0.041016877,0.027386068,0.026703798,0.041153145
2000,3,NEAH BAY,W,0.122738002,0.12170088,0.073269574,0.044966458,0.12170088
2000,3,NEWPORT,O,0.104304822,0.090608525,0.046994907,0.035245294,0.090608525
2000,3,NEWPORT BEACH,C,0.041008228,0.03299359,0.026251025,0.019339398,0.03299359
2000,3,OCEANSIDE,C,0.039763002,0.042649924,0.024055457,0.023964343,0.042793527
2000,3,OXNARD,C,0.025650991,0.024062204,0.027210348,0.015345956,0.020872865
2000,3,PINOLE,C,0.033735533,0.029669454,0.012484552,0.008039393,0.02976131
2000,3,PLAYA DEL REY,C,0.028586415,0.037598804,0.030327869,0.017738921,0.037723717
2000,3,POINT ARENA,C,0.020561438,0.018606533,0.018738506,0.014878164,0.018723924
2000,3,POINT LOMA,C,0.055318582,0.044328135,0.028476085,0.027178166,0.041290323
2000,3,PORT HUENEME,C,0.025858691,0.030777366,0.028048203,0.015334844,0.030777366
2000,3,PORT ORFORD,O,0.101497696,0.086577679,0.042031115,0.028724496,0.086577679
2000,3,PRINCETON / HALF MOON BAY,C,0.037613651,0.032258065,0.010433468,0.00739761,0.032358871
2000,3,REDONDO BEACH,C,0.029537505,0.035642517,0.028797126,0.017210675,0.035759762
2000,3,RICHMOND,C,0.034126292,0.031063321,0.012397315,0.008019961,0.031063321
2000,3,SAN DIEGO,C,0.053543099,0.043548387,0.029493088,0.027423063,0.043548387
2000,3,SAN FRANCISCO,C,0.035595106,0.029444277,0.012564466,0.007731642,0.02953629
2000,3,SAN PEDRO,C,0.036567846,0.037351443,0.030204082,0.017775098,0.037474715
2000,3,SAN SIMEON,C,0.014025245,0.012882614,0.009072581,0.009063965,0.01002895
2000,3,SANTA BARBARA,C,0.038865138,0.034643709,0.022609331,0.01278457,0.034643709
2000,3,SANTA CRUZ,C,0.027956989,0.02641129,0.010642361,0.007224992,0.026494084
2000,3,SANTA MONICA,C,0.034749541,0.029393039,0.026868511,0.016336499,0.027893112
2000,3,SAUSALITO,C,0.028646158,0.026147065,0.012458804,0.009102138,0.026147065
2000,3,SEAL BEACH,C,0.040452653,0.036171338,0.028618152,0.018529919,0.033000849
2000,3,SHELTER COVE,C,0.063432836,0.055647598,0.027003357,0.018995695,0.053665689
2000,3,SOUTH SAN FRANCISCO,C,0.036368165,0.032158503,0.012282781,0.007334936,0.032158503
2000,3,TACOMA,W,0,0,0.054250945,0.035151414,0
2000,3,TERMINAL ISLAND,C,0.036274129,0.033950291,0.029532404,0.017808385,0.033950291
2000,3,THE DALLES,W,0,0,0.004032258,0.031529443,0
2000,3,TRINIDAD,C,0.088975541,0.081029186,0.036804824,0.022098212,0.081271064
2000,3,VALLEJO,C,0.025558313,0.026147065,0.012426258,0.008683582,0.02622852
2000,3,VENTURA,C,0.029786681,0.024379857,0.024826059,0.015005384,0.021149327
2000,3,WESTPORT,W,0.162473118,0.143798893,0.058064516,0.037672449,0.144191786
2000,3,WHIDBY ISLAND,W,0,0,0.052067825,0.038963707,0
2000,3,WILLOW CREEK,C,0.079061584,0.074854025,0.034010177,0.022108862,0.074854025
2000,3,WILMINGTON,C,0.028586415,0.037598804,0.030327869,0.017738921,0.037723717
2000,3,WINCHESTER BAY,O,0.073602908,0.076129032,0.044205496,0.030531231,0.073481838
